CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,DAYS_BIRTH_CLEAN,Letter,Main_ID
F,Y,N,0.0,180000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-151.0,1.0,1.0,0.0,0.0,,1.0,25/09/1997,H,6423168
M,N,Y,0.0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-507.0,1.0,1.0,0.0,0.0,,2.0,08/12/1963,B,6454051
F,N,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2848.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,29/04/1986,O,5905682
F,N,Y,0.0,90000.0,State servant,,Married,House / apartment,-234.0,1.0,0.0,0.0,0.0,,2.0,12/06/1975,N,5028947
F,Y,Y,0.0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-9012.0,1.0,1.0,1.0,0.0,Cooking staff,2.0,19/03/1980,X,6692314
M,N,N,0.0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-229.0,1.0,0.0,0.0,0.0,Laborers,2.0,29/01/1967,H,5928893
F,N,N,0.0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,,1.0,1.0,0.0,0.0,Cleaning staff,2.0,09/11/1991,T,5889762
F,N,Y,0.0,180000.0,Commercial associate,Higher education,Married,With parents,-2775.0,1.0,0.0,0.0,0.0,Laborers,2.0,15/10/1996,E,5066481
M,Y,Y,1.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-979.0,1.0,0.0,0.0,0.0,Low-skill Laborers,3.0,24/04/1991,V,6483755
M,N,Y,0.0,112500.0,Commercial associate,Higher education,Married,,-2910.0,1.0,,0.0,0.0,Managers,2.0,04/07/1986,U,6514227
M,Y,Y,0.0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-787.0,1.0,0.0,0.0,1.0,,2.0,16/09/1986,P,6576385
F,N,N,0.0,164250.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,1.0,25/12/1965,X,5692327
F,N,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-2864.0,1.0,0.0,0.0,,,2.0,18/04/1969,H,6022715
F,N,,0.0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-205.0,1.0,0.0,0.0,0.0,Sales staff,1.0,12/12/1976,Q,6543613
M,N,Y,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,,1.0,0.0,0.0,0.0,Security staff,2.0,05/09/1965,U,7154482
F,N,Y,0.0,180000.0,State servant,Higher education,,Municipal apartment,-4871.0,1.0,1.0,0.0,0.0,Core staff,2.0,16/05/1981,K,6052884
M,Y,N,0.0,360000.0,Commercial associate,Higher education,Married,House / apartment,-111.0,1.0,,0.0,0.0,Managers,2.0,21/04/1976,G,6195905
F,,Y,0.0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2155.0,1.0,0.0,0.0,0.0,Managers,1.0,18/11/1978,V,5290591
F,N,N,0.0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,02/02/1966,E,6570932
F,N,N,0.0,129748.5,Commercial associate,Higher education,Married,House / apartment,-1517.0,1.0,1.0,0.0,0.0,,2.0,03/12/1996,S,5735317
F,N,Y,1.0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-216.0,1.0,0.0,0.0,0.0,Sales staff,3.0,09/05/1993,K,5258184
F,N,Y,0.0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,05/08/1968,P,6464601
F,N,N,0.0,112500.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,04/03/1966,L,6339905
F,N,N,0.0,39600.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,03/05/1961,F,6263502
F,Y,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,24/06/1961,I,6772994
M,Y,Y,1.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-2042.0,1.0,0.0,1.0,0.0,Managers,3.0,24/07/1978,A,5298032
F,N,Y,2.0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-3681.0,1.0,1.0,0.0,1.0,,,06/12/1989,I,5891658
F,Y,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,,0.0,,2.0,05/02/1957,J,5061551
F,Y,N,0.0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2472.0,1.0,0.0,0.0,1.0,Accountants,1.0,10/04/1979,V,5260754
F,N,N,1.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3852.0,,0.0,0.0,0.0,Cooking staff,3.0,23/10/1982,C,6480325
F,Y,Y,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-175.0,1.0,0.0,0.0,0.0,Accountants,4.0,25/01/1982,Q,6296521
M,Y,Y,0.0,382500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3781.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,07/04/1989,Y,5702374
F,,N,1.0,67500.0,Working,,Civil marriage,House / apartment,-1000.0,1.0,0.0,0.0,0.0,Core staff,3.0,11/06/1992,W,5735296
F,Y,Y,0.0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-866.0,1.0,0.0,0.0,0.0,Sales staff,1.0,02/07/2000,Y,6208777
F,,Y,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1494.0,1.0,0.0,0.0,0.0,Laborers,3.0,15/01/1991,I,5861360
F,N,Y,0.0,67050.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,05/08/1956,O,5046283
F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,09/10/1959,Z,5994435
F,N,Y,0.0,157500.0,Working,Higher education,Married,House / apartment,-3884.0,1.0,0.0,1.0,0.0,Managers,2.0,18/10/1963,O,6792649
F,N,Y,0.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1002.0,1.0,0.0,1.0,1.0,Managers,2.0,10/08/1995,T,6248593
F,N,Y,0.0,90000.0,Pensioner,Secondary / secondary special,Single / not married,,365243.0,1.0,0.0,0.0,0.0,,1.0,10/08/1967,F,5821253
M,Y,Y,1.0,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-8073.0,1.0,0.0,1.0,1.0,Drivers,3.0,13/09/1976,Y,5726728
F,N,Y,1.0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-910.0,1.0,0.0,0.0,0.0,Waiters/barmen staff,,08/08/1982,E,6447624
F,N,N,0.0,112500.0,Pensioner,Higher education,Married,,365243.0,1.0,0.0,1.0,0.0,,2.0,05/02/1965,T,6090593
F,N,Y,1.0,135000.0,Working,Higher education,Married,House / apartment,-1621.0,1.0,1.0,0.0,0.0,,3.0,15/10/1993,G,5502454
M,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-494.0,1.0,1.0,1.0,0.0,Drivers,2.0,07/04/1971,X,5731892
F,N,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10361.0,1.0,0.0,1.0,0.0,Laborers,2.0,14/07/1976,C,5023832
M,Y,Y,1.0,180000.0,Commercial associate,Higher education,Separated,With parents,-1894.0,1.0,0.0,0.0,0.0,Drivers,2.0,15/11/1986,R,5741743
F,N,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,1.0,0.0,,1.0,20/10/1965,H,6276755
M,Y,Y,0.0,360000.0,Commercial associate,Higher education,Married,House / apartment,-3812.0,1.0,0.0,0.0,0.0,Managers,2.0,02/10/1974,A,5702160
F,N,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-1057.0,1.0,0.0,0.0,1.0,Sales staff,1.0,23/07/1992,H,6228771
F,N,Y,0.0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1995.0,1.0,0.0,0.0,0.0,Core staff,1.0,02/11/1977,O,5038877
F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1331.0,1.0,0.0,0.0,0.0,Security staff,2.0,14/01/1976,J,6485233
M,Y,Y,1.0,540000.0,Commercial associate,Incomplete higher,Married,House / apartment,-1704.0,1.0,0.0,0.0,0.0,Managers,3.0,03/09/1980,B,5436562
M,Y,N,1.0,247500.0,Working,Higher education,Married,,-316.0,1.0,0.0,1.0,0.0,Managers,3.0,02/08/1993,R,6664706
F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1346.0,1.0,1.0,1.0,0.0,,1.0,18/08/1989,P,5284562
F,N,N,1.0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-1009.0,1.0,0.0,0.0,0.0,Core staff,3.0,24/01/1993,R,6501256
F,N,Y,0.0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-532.0,1.0,0.0,1.0,1.0,Sales staff,1.0,28/03/1987,K,6209196
F,N,Y,1.0,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-260.0,1.0,0.0,0.0,0.0,Sales staff,3.0,25/11/1992,Z,6539378
,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,05/06/1966,S,5852051
M,Y,N,0.0,135000.0,Working,Higher education,Married,House / apartment,-214.0,1.0,0.0,0.0,0.0,Laborers,2.0,28/06/1997,V,5168943
M,Y,Y,0.0,360000.0,Pensioner,Higher education,Single / not married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,1.0,30/01/1961,G,5065397
F,Y,Y,0.0,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-913.0,1.0,0.0,0.0,0.0,,2.0,30/08/1971,R,5021196
M,N,Y,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,14/12/1962,C,6799093
F,N,Y,0.0,161100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-515.0,1.0,0.0,0.0,0.0,Accountants,2.0,30/10/1972,P,6396914
F,N,Y,0.0,112500.0,,Secondary / secondary special,Separated,House / apartment,-5570.0,1.0,0.0,1.0,1.0,Secretaries,1.0,03/02/1967,O,6065504
M,Y,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-912.0,1.0,0.0,0.0,0.0,Laborers,3.0,21/05/1994,I,6621177
F,Y,Y,2.0,72000.0,Working,Higher education,Married,House / apartment,-2043.0,1.0,0.0,0.0,1.0,Core staff,4.0,12/12/1994,B,5759638
F,N,Y,0.0,405000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,04/08/1966,S,5500556
F,N,Y,0.0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,06/08/1961,Q,6692255
F,N,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-2082.0,1.0,0.0,0.0,0.0,,2.0,21/11/1979,B,6790261
M,N,Y,0.0,202500.0,Working,Secondary / secondary special,Married,,-5019.0,1.0,0.0,1.0,0.0,Laborers,2.0,26/05/1975,P,6653388
M,Y,N,0.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,03/04/1962,F,6093690
M,Y,N,0.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4257.0,1.0,0.0,0.0,0.0,,2.0,04/08/1970,S,6023023
F,,N,0.0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-7233.0,,0.0,1.0,0.0,Laborers,1.0,26/01/1962,V,6022811
M,N,Y,1.0,360000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,25/07/1978,G,6244426
F,Y,Y,,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,14/10/1960,X,6045828
F,N,Y,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,01/10/1962,E,6192288
M,Y,N,0.0,202500.0,Working,Secondary / secondary special,Married,With parents,-229.0,1.0,0.0,0.0,0.0,Sales staff,2.0,04/02/1996,S,5838283
M,Y,Y,2.0,135000.0,Working,Higher education,Married,House / apartment,-796.0,1.0,0.0,0.0,0.0,Laborers,4.0,22/07/1992,D,5726426
F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2226.0,1.0,,1.0,0.0,Managers,2.0,13/09/1971,P,6348321
F,N,Y,0.0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2538.0,1.0,0.0,0.0,0.0,,1.0,02/08/1968,D,6125675
M,N,Y,1.0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-1156.0,1.0,1.0,1.0,0.0,Laborers,3.0,08/03/1990,M,6046708
F,N,N,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2758.0,1.0,0.0,1.0,,Private service staff,2.0,15/10/1977,G,5336343
F,N,N,4.0,171000.0,State servant,Secondary / secondary special,Married,House / apartment,-1942.0,1.0,1.0,,0.0,Laborers,6.0,11/07/1989,B,5933973
F,N,Y,0.0,220500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,19/10/1960,N,6798451
M,N,Y,2.0,270000.0,Working,Incomplete higher,Married,House / apartment,-3488.0,1.0,0.0,0.0,0.0,Managers,4.0,08/01/1973,T,6038398
F,N,Y,0.0,247500.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,,R,5513639
M,Y,N,0.0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3567.0,1.0,0.0,0.0,0.0,Laborers,2.0,15/05/1975,Y,5117822
F,Y,,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1842.0,1.0,0.0,0.0,0.0,Sales staff,2.0,17/11/1990,X,6542206
F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-4216.0,1.0,1.0,0.0,0.0,Laborers,2.0,28/06/1973,H,6391824
F,N,Y,1.0,54000.0,Working,Secondary / secondary special,Married,Municipal apartment,,1.0,0.0,0.0,0.0,,3.0,17/10/1999,L,6519169
F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,,,2.0,10/01/1965,C,6471394
F,N,Y,1.0,112500.0,,Secondary / secondary special,Civil marriage,House / apartment,-878.0,1.0,1.0,0.0,0.0,,3.0,03/11/1984,B,6074093
F,N,Y,0.0,324000.0,State servant,Higher education,Married,House / apartment,-268.0,1.0,0.0,0.0,1.0,High skill tech staff,,22/03/1984,J,6087491
F,N,Y,0.0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-433.0,1.0,0.0,1.0,0.0,Laborers,1.0,,F,6743382
F,N,N,0.0,243000.0,,Secondary / secondary special,Married,House / apartment,-114.0,1.0,,0.0,0.0,Cooking staff,2.0,01/08/1975,T,6189364
F,N,Y,0.0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-1745.0,1.0,0.0,0.0,0.0,Medicine staff,2.0,11/05/1977,S,6836448
F,N,Y,1.0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-3780.0,1.0,0.0,0.0,0.0,Medicine staff,3.0,22/09/1981,G,6525098
M,N,Y,2.0,135000.0,Working,Lower secondary,Married,House / apartment,-747.0,1.0,0.0,0.0,1.0,Laborers,4.0,17/10/1990,X,5929328
,N,N,1.0,121500.0,Working,Higher education,Single / not married,Rented apartment,-392.0,1.0,1.0,0.0,0.0,Sales staff,2.0,23/02/1996,R,6138436
F,N,N,0.0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-3021.0,1.0,1.0,0.0,0.0,Laborers,1.0,03/06/1985,R,6311385
F,Y,,0.0,108000.0,Commercial associate,,Married,House / apartment,-3242.0,1.0,0.0,0.0,0.0,,2.0,01/08/1971,Q,6757999
F,N,N,0.0,,Working,Secondary / secondary special,Married,House / apartment,-783.0,1.0,0.0,0.0,0.0,,2.0,05/02/1970,J,5537314
F,N,N,0.0,202500.0,Working,Higher education,Single / not married,House / apartment,-2817.0,1.0,0.0,0.0,0.0,Accountants,1.0,20/09/1990,Y,6234215
F,N,N,2.0,81000.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-826.0,1.0,0.0,0.0,0.0,Laborers,4.0,15/06/1988,X,5627818
F,N,Y,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-4842.0,1.0,0.0,0.0,0.0,Private service staff,2.0,,X,6288319
F,Y,N,0.0,315000.0,Working,Higher education,Separated,House / apartment,-2568.0,1.0,0.0,1.0,0.0,Managers,1.0,14/02/1968,W,6060871
F,Y,Y,0.0,270000.0,Pensioner,Higher education,Civil marriage,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,22/03/1965,D,6469490
M,N,Y,0.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2334.0,1.0,1.0,0.0,0.0,,1.0,18/07/1993,H,5023362
F,Y,Y,1.0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-7443.0,1.0,0.0,1.0,0.0,Core staff,2.0,26/08/1981,A,6463931
F,N,Y,0.0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,1.0,,1.0,01/10/1960,K,5993278
F,Y,Y,0.0,90000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9953.0,1.0,0.0,0.0,0.0,Medicine staff,1.0,13/03/1970,T,6065530
M,Y,N,0.0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,22/01/1967,K,5406119
F,N,N,0.0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,23/11/1954,E,6155046
F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,1.0,04/07/1964,A,5957325
M,N,N,0.0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-395.0,1.0,0.0,0.0,0.0,Laborers,1.0,30/09/2000,F,6773071
F,N,N,0.0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-1743.0,1.0,0.0,0.0,0.0,Medicine staff,1.0,07/02/1973,B,6702659
M,Y,Y,1.0,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-345.0,1.0,1.0,0.0,1.0,Laborers,3.0,06/08/1983,A,6781505
F,N,Y,0.0,292500.0,State servant,Higher education,Married,House / apartment,-1573.0,1.0,0.0,1.0,0.0,Medicine staff,2.0,22/03/1973,Z,6469530
F,,Y,0.0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1546.0,1.0,0.0,1.0,0.0,Laborers,2.0,01/11/1976,J,5185811
F,Y,Y,0.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-3566.0,1.0,0.0,0.0,0.0,Laborers,2.0,29/11/1977,P,5759912
F,N,Y,0.0,675000.0,Commercial associate,Higher education,Married,House / apartment,-1205.0,1.0,0.0,1.0,1.0,,2.0,22/12/1974,F,5833152
M,Y,N,0.0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-4021.0,1.0,0.0,0.0,0.0,Laborers,1.0,23/12/1985,Z,5957634
M,N,Y,0.0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,11/05/1965,O,5541323
F,N,Y,0.0,112500.0,Working,Secondary / secondary special,,House / apartment,-660.0,1.0,0.0,0.0,0.0,Medicine staff,2.0,19/05/1971,D,6388954
F,N,Y,,135000.0,,Higher education,Married,House / apartment,-4397.0,1.0,0.0,0.0,0.0,Laborers,3.0,11/05/1991,Z,6064902
M,N,Y,0.0,189000.0,,Secondary / secondary special,Married,House / apartment,-5292.0,1.0,0.0,0.0,0.0,Laborers,2.0,28/07/1979,K,5405300
F,N,Y,0.0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,23/02/1958,B,6509190
M,Y,Y,0.0,202500.0,Commercial associate,Higher education,Married,House / apartment,,1.0,0.0,0.0,0.0,High skill tech staff,2.0,09/02/1994,I,5825271
M,Y,N,0.0,112500.0,Working,,Married,House / apartment,-2672.0,1.0,1.0,0.0,0.0,Laborers,2.0,12/10/1974,H,6224017
M,Y,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-3616.0,1.0,1.0,1.0,0.0,,2.0,16/06/1988,Y,7736256
F,N,N,0.0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2622.0,1.0,0.0,0.0,0.0,Medicine staff,1.0,17/09/1973,R,6035201
M,N,Y,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-522.0,1.0,0.0,0.0,0.0,,2.0,08/08/1990,D,5787424
F,Y,N,1.0,180000.0,Working,,Married,House / apartment,-1607.0,1.0,1.0,0.0,0.0,Laborers,3.0,23/01/1976,Q,6088429
F,Y,Y,0.0,166500.0,Working,Higher education,Married,House / apartment,-518.0,1.0,0.0,0.0,0.0,Accountants,2.0,13/05/1993,S,6688775
F,N,Y,1.0,184500.0,State servant,Higher education,Married,House / apartment,-2797.0,1.0,0.0,0.0,0.0,Core staff,3.0,29/08/1977,D,5541163
F,N,Y,0.0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,14/01/1959,H,5727332
M,Y,Y,0.0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1353.0,1.0,1.0,1.0,0.0,Managers,1.0,28/07/1994,X,6121974
F,N,,1.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-823.0,1.0,0.0,0.0,0.0,Laborers,3.0,18/05/1982,O,6592118
F,N,Y,1.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1208.0,1.0,0.0,0.0,0.0,Laborers,3.0,16/07/1994,Q,5829936
M,Y,N,1.0,540000.0,Working,Higher education,Single / not married,Municipal apartment,-4984.0,,0.0,1.0,0.0,Managers,3.0,25/03/1973,O,6223095
F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-1611.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,06/10/1969,M,5642054
F,N,Y,1.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2801.0,1.0,0.0,0.0,0.0,,3.0,22/02/1984,K,5424111
F,Y,Y,0.0,504000.0,Commercial associate,,Married,House / apartment,-5936.0,1.0,0.0,0.0,1.0,,2.0,04/09/1977,W,6448708
M,N,N,0.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2879.0,1.0,0.0,1.0,0.0,Laborers,2.0,11/09/1990,D,6815412
F,N,Y,0.0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-2867.0,1.0,0.0,0.0,0.0,Accountants,1.0,14/12/1977,Z,5235896
F,N,Y,0.0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-3540.0,1.0,0.0,0.0,1.0,Secretaries,2.0,28/01/1985,I,6836298
M,N,N,0.0,112500.0,Commercial associate,Incomplete higher,Single / not married,With parents,-272.0,1.0,1.0,1.0,0.0,,1.0,30/07/2000,Z,6634178
F,N,Y,1.0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-1350.0,1.0,0.0,0.0,0.0,Waiters/barmen staff,2.0,07/06/1988,M,5132952
F,Y,Y,0.0,184500.0,State servant,Secondary / secondary special,Married,House / apartment,-7663.0,,0.0,0.0,,Core staff,2.0,27/12/1974,U,6499343
M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3327.0,1.0,0.0,0.0,0.0,Managers,3.0,12/02/1977,Q,5010588
F,N,Y,0.0,283500.0,Pensioner,Higher education,Widow,House / apartment,365243.0,1.0,0.0,0.0,,,1.0,22/05/1955,Z,6447803
F,Y,Y,0.0,103500.0,Working,Higher education,Married,House / apartment,-1732.0,1.0,0.0,0.0,0.0,Core staff,2.0,29/10/1994,G,5522466
M,Y,Y,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-584.0,1.0,0.0,0.0,0.0,Laborers,2.0,19/02/1991,I,5415941
F,N,Y,1.0,157500.0,Commercial associate,Higher education,Married,Office apartment,-1737.0,1.0,1.0,1.0,0.0,Accountants,3.0,09/03/1988,A,5871864
M,Y,Y,2.0,283500.0,Working,Secondary / secondary special,Married,House / apartment,-6201.0,1.0,0.0,0.0,1.0,Core staff,4.0,21/05/1983,Z,6390666
F,N,N,0.0,211500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-231.0,1.0,1.0,0.0,0.0,Laborers,2.0,19/01/1986,T,5988338
F,N,N,0.0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-4014.0,1.0,0.0,0.0,0.0,Accountants,1.0,14/11/1977,Z,6242604
M,N,N,0.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1432.0,1.0,0.0,1.0,0.0,Managers,2.0,20/12/1980,P,6046968
M,Y,Y,2.0,234000.0,Commercial associate,Higher education,Married,With parents,-916.0,1.0,1.0,1.0,0.0,,4.0,20/09/1992,H,5602757
F,N,N,0.0,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,-1180.0,1.0,0.0,0.0,0.0,Sales staff,2.0,23/11/1975,J,6223979
M,Y,Y,1.0,,Working,Secondary / secondary special,Married,House / apartment,-3883.0,1.0,0.0,0.0,0.0,,3.0,18/10/1986,V,5279181
M,N,Y,1.0,54000.0,,Secondary / secondary special,Civil marriage,House / apartment,-542.0,1.0,0.0,0.0,0.0,,3.0,14/04/1981,J,6124954
F,N,Y,1.0,157500.0,Working,Higher education,Single / not married,House / apartment,-1557.0,1.0,0.0,0.0,0.0,,2.0,17/10/1978,P,5235760
F,N,Y,0.0,144000.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,02/06/1964,W,6697613
M,N,Y,0.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1639.0,1.0,1.0,1.0,0.0,,2.0,05/03/1981,T,5737026
F,N,N,2.0,135000.0,Working,Higher education,Married,Municipal apartment,-2329.0,1.0,0.0,0.0,0.0,Managers,4.0,08/05/1981,K,6779058
,N,Y,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,With parents,-609.0,1.0,0.0,,0.0,Accountants,2.0,28/11/1983,A,7193018
F,Y,Y,,99000.0,Commercial associate,Higher education,Married,Municipal apartment,-3364.0,1.0,0.0,1.0,0.0,Core staff,4.0,09/06/1984,D,6465382
F,N,Y,0.0,135000.0,Pensioner,,Married,House / apartment,365243.0,1.0,0.0,0.0,1.0,,2.0,18/05/1961,I,6007815
F,N,Y,0.0,119250.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,08/03/1967,J,6480734
